CIK,Filed As Of Date,Conformed Period Of Report,Keyword Sentence,item1check
0000836157,20111027,20110831,employees are represented by a union.,0
0000836157,20111027,20110831,employees are unionized due to local governmental regulations.,0
0000751365,20140428,20140131,"17None of our work force is represented by unions, and while we believe that we have good relations with our work force, we may experience work stoppages or other labor problems in the future.",0
0000751365,20130422,20130131,"None of our work force is represented by unions, and while we believe that we have good relations with our work force, we may experience work stoppages or other labor problems in the future.",0
0000751365,20150424,20150131,"None of our work force is represented by unions, and while we believe that we have good relations with our work force, we may experience work stoppages or other labor problems in the future.",0
0000751652,20110301,20101231,,0
0000836157,20161018,20160831,employees are represented by a union.,0
0000836157,20161018,20160831,employees are unionized due to local governmental regulations.,0
0000751652,20100301,20091231,,0
0000764044,20160218,20151231,,0
0000836157,20151020,20150831,employees are represented by a union.,0
0000836157,20151020,20150831,employees are unionized due to local governmental regulations.,0
0000836157,20121026,20120831,employees are represented by a union.,0
0000836157,20121026,20120831,employees are unionized due to local governmental regulations.,0
0000068589,20140225,20131231,,0
0000836157,20181024,20180831,employees are represented by a union.,0
0000836157,20181024,20180831,employees are unionized due to local governmental regulations.,0
0000764044,20120224,20111231,,0
0000836157,20191031,20190831,,0
0000068589,20150220,20141231,,0
0000764044,20130222,20121231,,0
0000751652,20090227,20081231,,0
